controller,reference,metric,n_paired,mean_diff,ttc_sd,margin,bonf_ci_lo,bonf_ci_hi,bonferroni_alpha,non_inferior,h6_pass_for_this_controller,h6_pass_any
innov_010,ttc_25,max_abs_jerk,1080,2.3326224185426083,357.51563705151045,71.5031274103021,-7.578942187961459,13.865144592611141,0.025,True,True,True
innov_015,ttc_25,max_abs_jerk,1080,7.702435660243988,357.51563705151045,71.5031274103021,-3.0075219994413116,19.978194861855155,0.025,True,True,True
innov_020,ttc_25,max_abs_jerk,1080,-0.2315106732266671,357.51563705151045,71.5031274103021,-10.269568869843788,9.36441142036654,0.025,True,True,True
innov_010,ttc_25,max_abs_accel,1080,-0.22621170427117834,13.292086045846167,2.6584172091692335,-0.6124177528977391,0.19850509609637765,0.025,True,True,True
innov_015,ttc_25,max_abs_accel,1080,0.01859004270094152,13.292086045846167,2.6584172091692335,-0.4125583450484189,0.513064336433427,0.025,True,True,True
innov_020,ttc_25,max_abs_accel,1080,-0.2691288626002232,13.292086045846167,2.6584172091692335,-0.666132175640237,0.09429898023370498,0.025,True,True,True
